id,consumer_id,product_id,qty,channel,order_ts
1021,385,455,6,web,2025-04-10T09:03:56.539747
1022,274,36,2,mobile,2024-10-02T15:41:56.539747
1023,290,223,4,store,2025-08-04T04:28:56.539747
1024,106,21,6,web,2025-09-07T04:58:56.539747
1025,116,108,4,store,2024-12-19T03:25:56.539747
1026,269,22,5,mobile,2025-01-02T18:21:56.539747
1027,566,210,4,mobile,2025-01-01T14:56:56.539747
1028,241,474,5,store,2025-03-14T16:54:56.539747
1029,343,87,4,store,2025-01-17T04:32:56.539747
1030,536,444,6,mobile,2025-08-29T18:09:56.539747
1031,182,220,5,mobile,2024-11-08T09:11:56.539747
1032,376,261,2,store,2025-01-25T23:09:56.539747
1033,350,103,5,web,2025-09-12T23:49:56.539747
1034,229,423,2,store,2025-02-07T21:27:56.539747
1035,137,72,1,store,2025-08-05T04:46:56.539747
1036,47,156,4,web,2025-05-14T20:58:56.539747
1037,329,189,5,store,2024-07-23T17:29:56.539747
1038,50,197,3,web,2025-02-15T20:50:56.539747
1039,446,307,5,mobile,2024-05-29T06:17:56.539747
1040,378,456,2,mobile,2025-07-03T00:22:56.539747
1041,478,217,2,web,2025-04-05T17:17:56.539747
1042,410,500,3,mobile,2025-07-12T17:17:56.539747
1043,363,152,5,store,2025-02-14T01:47:56.539747
1044,421,2,1,web,2024-05-05T12:29:56.539747
1045,456,428,4,mobile,2025-07-27T22:40:56.539747
1046,453,150,1,web,2025-09-29T20:04:56.539747
1047,1,246,1,mobile,2024-12-16T07:16:56.539747
1048,485,31,5,store,2024-10-04T21:04:56.539747
1049,306,328,2,mobile,2024-07-03T04:00:56.539747
1050,303,381,1,mobile,2024-11-22T21:47:56.539747
1051,239,110,1,store,2024-11-16T10:22:56.539747
1052,282,382,4,web,2024-05-14T04:17:56.539747
1053,56,436,4,store,2025-07-09T19:11:56.539747
1054,530,218,1,web,2025-05-19T13:46:56.539747
1055,78,181,3,mobile,2025-04-04T06:56:56.539747
1056,192,464,6,web,2025-04-01T11:27:56.539747
1057,31,6,2,mobile,2025-02-20T05:14:56.539747
1058,474,68,5,mobile,2025-09-05T13:26:56.539747
1059,548,220,3,web,2024-05-08T08:56:56.539747
1060,186,86,5,web,2025-05-12T20:29:56.539747
1061,297,371,6,web,2025-04-28T00:04:56.539747
1062,37,383,3,web,2025-10-02T11:26:56.539747
1063,557,194,2,store,2024-07-03T13:11:56.539747
1064,234,210,4,web,2025-04-01T01:08:56.539747
1065,110,367,2,store,2025-01-14T11:42:56.539747
1066,341,368,2,web,2024-11-05T03:28:56.539747
1067,127,401,5,mobile,2024-10-18T05:42:56.539747
1068,196,226,1,web,2025-09-17T18:34:56.539747
1069,70,69,2,web,2024-07-23T22:39:56.539747
1070,597,324,1,web,2025-09-29T11:30:56.539747
1071,274,281,4,web,2025-01-31T16:40:56.539747
1072,520,125,3,store,2024-06-09T15:28:56.539747
1073,465,361,6,store,2025-09-05T19:08:56.539747
1074,525,57,4,mobile,2025-01-25T02:10:56.539747
1075,46,72,6,mobile,2025-05-28T03:27:56.539747
1076,448,265,2,store,2025-04-19T19:25:56.539747
1077,178,251,4,mobile,2024-10-25T01:30:56.539747
1078,445,497,2,web,2024-11-18T17:24:56.539747
1079,431,425,6,web,2024-12-06T15:58:56.539747
1080,281,261,4,mobile,2025-04-02T23:37:56.539747
1081,253,165,6,mobile,2024-11-25T11:14:56.539747
1082,163,225,1,store,2025-03-12T13:04:56.539747
1083,537,380,5,store,2024-10-21T19:32:56.539747
1084,268,277,4,web,2024-06-12T11:28:56.539747
1085,404,212,3,mobile,2024-09-07T18:35:56.539747
1086,552,240,6,web,2025-07-10T09:06:56.539747
1087,443,137,2,web,2025-04-28T14:55:56.539747
1088,429,265,4,web,2024-11-28T04:21:56.539747
1089,460,55,3,store,2025-05-23T22:46:56.539747
1090,36,332,6,mobile,2024-08-01T04:28:56.539747
1091,367,216,3,store,2025-06-05T10:01:56.539747
1092,391,373,6,store,2025-06-19T23:38:56.539747
1093,400,99,2,mobile,2025-01-15T18:03:56.539747
1094,458,167,6,web,2025-03-26T03:09:56.539747
1095,475,269,4,web,2025-09-20T23:27:56.539747
1096,22,35,5,web,2025-06-12T18:47:56.539747
1097,548,21,6,mobile,2025-04-30T23:02:56.539747
1098,440,496,3,web,2025-02-17T03:44:56.539747
1099,431,176,5,mobile,2025-01-16T08:21:56.539747
1100,223,237,6,store,2025-05-07T12:12:56.539747
1101,25,384,3,store,2025-01-11T03:42:56.539747
1102,551,253,5,web,2025-02-26T02:09:56.539747
1103,467,479,5,store,2025-06-06T18:38:56.539747
1104,536,53,6,store,2025-08-31T14:40:56.539747
1105,249,391,2,mobile,2025-08-17T00:57:56.539747
1106,289,144,5,store,2024-05-19T12:21:56.539747
1107,24,431,2,store,2025-07-06T06:11:56.539747
1108,251,159,3,store,2024-09-06T12:40:56.539747
1109,519,92,4,web,2024-09-01T00:47:56.539747
1110,237,431,6,mobile,2025-02-13T12:01:56.539747
1111,91,391,3,store,2025-01-18T19:42:56.539747
1112,189,75,4,store,2024-10-10T17:17:56.539747
1113,308,122,6,web,2024-08-04T23:51:56.539747
1114,14,498,5,store,2024-08-19T11:11:56.539747
1115,514,343,4,web,2024-10-10T23:10:56.539747
1116,216,315,4,web,2025-09-12T12:49:56.539747
1117,569,349,6,web,2025-09-28T14:22:56.539747
1118,331,223,1,web,2025-05-11T15:06:56.539747
1119,353,252,2,store,2024-10-20T17:25:56.539747
1120,185,251,4,web,2024-11-21T10:04:56.539747
1121,243,15,6,store,2024-05-09T14:12:56.539747
1122,442,314,2,mobile,2025-09-25T01:13:56.539747
1123,414,133,4,mobile,2025-04-12T11:20:56.539747
1124,219,74,1,web,2024-12-17T14:51:56.539747
1125,376,392,3,mobile,2025-01-20T12:12:56.539747
1126,409,278,2,web,2024-06-16T11:07:56.539747
1127,422,412,6,mobile,2025-02-23T12:54:56.539747
1128,237,99,1,web,2024-07-29T18:44:56.539747
1129,410,334,6,store,2025-05-17T09:12:56.539747
1130,379,117,6,web,2024-10-03T03:46:56.539747
1131,550,312,4,mobile,2024-06-04T17:48:56.539747
1132,143,327,2,web,2025-08-17T22:56:56.539747
1133,175,390,5,mobile,2025-03-22T04:34:56.539747
1134,60,105,5,web,2024-12-15T03:19:56.539747
1135,469,190,1,store,2024-05-27T05:35:56.539747
1136,377,437,3,mobile,2024-08-22T17:05:56.539747
1137,123,391,4,mobile,2025-08-09T07:05:56.539747
1138,157,16,2,mobile,2024-10-09T21:48:56.539747
1139,252,81,5,mobile,2024-07-26T13:23:56.539747
1140,32,96,6,store,2025-05-30T08:11:56.539747
1141,447,216,6,mobile,2024-12-24T04:13:56.539747
1142,97,87,3,store,2024-09-30T08:11:56.539747
1143,292,143,1,store,2025-09-01T07:20:56.539747
1144,144,443,4,web,2024-12-08T17:06:56.539747
1145,274,126,5,web,2025-05-06T00:24:56.539747
1146,547,373,5,web,2024-09-27T04:06:56.539747
1147,427,133,6,mobile,2024-08-29T19:22:56.539747
1148,58,403,4,mobile,2025-02-25T22:40:56.539747
1149,134,251,5,store,2024-11-27T00:49:56.539747
1150,108,43,6,store,2025-06-07T06:26:56.539747
1151,406,139,4,web,2025-08-10T23:35:56.539747
1152,426,470,1,mobile,2025-07-14T01:59:56.539747
1153,600,336,2,mobile,2025-06-22T16:01:56.539747
1154,41,157,6,store,2024-07-03T13:44:56.539747
1155,555,367,1,web,2025-01-27T13:03:56.539747
1156,425,435,2,store,2025-05-28T18:54:56.539747
1157,508,304,6,mobile,2024-12-16T21:20:56.539747
1158,420,60,1,store,2025-07-09T10:41:56.539747
1159,404,424,3,store,2024-12-03T21:34:56.539747
1160,445,400,2,store,2025-04-10T22:28:56.539747
1161,113,366,4,store,2025-05-08T06:49:56.539747
1162,358,191,6,web,2025-06-11T23:26:56.539747
1163,437,317,5,mobile,2024-10-12T23:17:56.539747
1164,517,13,4,store,2025-07-16T21:26:56.539747
1165,196,350,2,store,2024-12-20T06:38:56.539747
1166,140,163,5,store,2024-10-05T21:56:56.539747
1167,423,29,4,web,2024-10-22T12:03:56.539747
1168,389,309,2,web,2025-09-30T13:59:56.539747
1169,48,177,5,mobile,2025-08-08T23:27:56.539747
1170,406,303,4,mobile,2024-11-19T17:37:56.539747
1171,594,355,5,store,2025-01-12T18:25:56.539747
1172,292,469,4,mobile,2025-04-03T10:53:56.539747
1173,308,16,2,mobile,2025-09-18T08:57:56.539747
1174,16,187,6,web,2024-07-02T11:27:56.539747
1175,542,173,6,store,2024-06-04T03:15:56.539747
1176,2,58,1,mobile,2024-11-13T16:36:56.539747
1177,517,45,6,web,2025-08-01T00:45:56.539747
1178,437,244,1,mobile,2025-04-02T03:33:56.539747
1179,94,463,1,web,2025-07-08T05:24:56.539747
1180,459,370,5,mobile,2025-01-06T20:59:56.539747
1181,256,490,5,web,2024-11-11T19:03:56.539747
1182,137,396,5,web,2025-02-05T02:30:56.539747
1183,472,395,5,mobile,2025-03-07T16:02:56.539747
1184,349,230,3,web,2025-01-21T08:54:56.539747
1185,281,304,3,mobile,2024-08-31T13:15:56.539747
1186,75,292,4,mobile,2024-12-15T00:29:56.539747
1187,2,276,1,store,2025-03-19T14:05:56.539747
1188,296,493,1,mobile,2025-06-23T09:41:56.539747
1189,451,267,3,store,2024-11-24T16:54:56.539747
1190,305,147,6,web,2024-12-28T15:24:56.539747
1191,188,53,3,store,2024-09-12T18:24:56.539747
1192,585,206,3,web,2025-01-19T08:16:56.539747
1193,556,2,1,store,2025-06-01T16:51:56.539747
1194,31,94,5,mobile,2024-05-14T15:36:56.539747
1195,197,241,3,store,2024-05-06T23:01:56.539747
1196,553,242,2,mobile,2025-03-24T23:23:56.539747
1197,168,417,1,mobile,2025-01-18T19:37:56.539747
1198,85,279,2,mobile,2024-06-26T06:22:56.539747
1199,173,350,2,mobile,2025-03-20T10:51:56.539747
1200,558,98,3,mobile,2024-04-28T20:28:56.539747
1201,398,407,6,web,2025-05-08T16:17:56.539747
1202,218,308,3,mobile,2025-05-19T06:45:56.539747
1203,387,488,2,store,2025-02-22T15:14:56.539747
1204,347,411,6,mobile,2025-10-09T20:17:56.539747
1205,369,349,4,store,2024-09-11T23:26:56.539747
1206,394,37,6,mobile,2025-01-07T01:47:56.539747
1207,380,120,5,web,2024-06-17T04:58:56.539747
1208,567,21,2,mobile,2024-11-17T10:39:56.539747
1209,285,153,1,mobile,2025-05-18T15:06:56.539747
1210,427,397,4,store,2025-05-30T21:13:56.539747
1211,578,206,1,store,2025-04-11T11:04:56.539747
1212,536,334,5,store,2025-01-06T15:45:56.539747
1213,98,95,6,web,2024-07-31T15:30:56.539747
1214,92,36,3,web,2024-05-25T13:05:56.539747
1215,559,213,1,store,2024-07-18T11:37:56.539747
1216,248,387,5,mobile,2024-11-23T12:35:56.539747
1217,23,221,3,store,2025-07-22T15:36:56.539747
1218,124,453,5,mobile,2024-08-05T03:14:56.539747
1219,397,190,2,mobile,2024-05-20T13:59:56.539747
1220,459,61,3,store,2025-02-01T03:44:56.539747
1221,53,436,4,mobile,2025-03-07T04:40:56.539747
1222,326,349,6,web,2025-04-12T21:03:56.539747
1223,327,385,1,web,2024-09-29T20:40:56.539747
1224,336,3,5,mobile,2025-07-23T11:42:56.539747
1225,149,458,2,web,2024-10-24T06:31:56.539747
1226,275,177,5,mobile,2025-02-10T22:49:56.539747
1227,571,37,2,web,2025-10-04T16:20:56.539747
1228,223,417,5,store,2024-06-07T04:56:56.539747
1229,515,303,5,web,2024-11-19T17:36:56.539747
1230,295,13,4,store,2025-07-14T02:00:56.539747
1231,351,377,6,mobile,2025-03-08T02:44:56.539747
1232,224,174,1,store,2024-10-25T20:10:56.539747
1233,471,326,5,store,2024-06-16T05:53:56.539747
1234,600,246,6,mobile,2025-04-12T06:28:56.539747
1235,505,437,6,store,2024-10-13T19:08:56.539747
1236,313,184,4,store,2024-10-11T09:15:56.539747
1237,568,483,3,mobile,2024-09-03T01:06:56.539747
1238,426,475,4,web,2025-03-06T20:14:56.539747
1239,130,132,4,store,2025-06-17T18:29:56.539747
1240,91,53,6,store,2024-09-15T05:19:56.539747
1241,255,30,1,web,2025-04-04T09:47:56.539747
1242,39,346,5,mobile,2024-05-11T14:24:56.539747
1243,74,310,1,web,2024-06-04T02:38:56.539747
1244,520,290,3,store,2025-06-15T15:39:56.539747
1245,457,358,3,mobile,2024-07-31T00:57:56.539747
1246,539,331,6,store,2025-02-06T00:47:56.539747
1247,343,44,3,mobile,2024-10-06T03:22:56.539747
1248,432,395,1,mobile,2024-10-17T07:32:56.539747
1249,269,200,2,web,2024-06-22T09:57:56.539747
1250,210,200,5,store,2024-10-09T17:17:56.539747
1251,89,207,3,mobile,2025-04-11T10:36:56.539747
1252,352,13,1,web,2025-05-17T17:57:56.539747
1253,385,136,2,web,2024-10-05T11:44:56.539747
1254,585,333,6,store,2025-05-02T19:32:56.539747
1255,59,92,3,web,2025-06-23T15:44:56.539747
1256,427,318,2,mobile,2024-06-14T06:11:56.539747
1257,164,444,3,store,2025-08-09T18:03:56.539747
1258,307,130,4,store,2024-08-08T22:23:56.539747
1259,11,323,1,web,2025-10-02T14:52:56.539747
1260,116,486,3,mobile,2025-04-30T13:57:56.539747
1261,205,165,4,mobile,2025-03-10T12:45:56.539747
1262,523,466,5,mobile,2025-04-29T18:50:56.539747
1263,513,465,4,web,2024-11-14T00:28:56.539747
1264,291,262,3,store,2024-08-23T11:25:56.539747
1265,222,132,2,web,2024-07-12T17:58:56.539747
1266,301,263,3,store,2024-08-28T19:29:56.539747
1267,452,254,5,store,2024-07-27T23:41:56.539747
1268,373,124,3,web,2025-01-10T23:55:56.539747
1269,319,124,2,web,2025-03-02T22:54:56.539747
1270,598,401,1,web,2025-05-08T23:49:56.539747
1271,200,112,4,web,2024-06-10T14:31:56.539747
1272,234,498,4,store,2025-06-29T00:14:56.539747
1273,12,261,2,mobile,2025-10-17T23:57:56.539747
1274,560,229,3,store,2024-09-07T14:31:56.539747
1275,541,466,3,web,2024-06-27T01:24:56.539747
1276,39,380,4,mobile,2025-03-08T16:18:56.539747
1277,530,394,2,mobile,2025-09-11T14:28:56.539747
1278,328,414,2,web,2024-09-20T02:08:56.539747
1279,464,479,5,store,2025-09-18T02:41:56.539747
1280,101,440,5,web,2025-10-10T20:12:56.539747
1281,338,174,2,mobile,2025-03-07T04:20:56.539747
1282,280,380,6,store,2025-01-11T10:23:56.539747
1283,306,218,6,web,2025-05-18T21:23:56.539747
1284,119,393,3,store,2024-11-17T04:47:56.539747
1285,466,356,5,mobile,2025-03-13T10:47:56.539747
1286,581,442,3,web,2024-12-04T23:36:56.539747
1287,530,419,1,mobile,2025-09-07T17:22:56.539747
1288,543,259,4,mobile,2025-09-21T12:19:56.539747
1289,236,483,1,store,2024-11-16T06:43:56.539747
1290,393,323,3,web,2024-12-23T17:36:56.539747
1291,439,13,4,web,2024-06-03T11:32:56.539747
1292,542,254,1,mobile,2024-07-03T22:29:56.539747
1293,321,389,6,mobile,2025-07-03T23:03:56.539747
1294,166,128,2,store,2025-06-25T15:32:56.539747
1295,558,496,5,mobile,2025-01-09T03:43:56.539747
1296,213,464,1,store,2024-06-29T22:31:56.539747
1297,350,63,6,mobile,2024-08-15T01:06:56.539747
1298,105,97,4,store,2024-09-29T08:54:56.539747
1299,483,448,2,mobile,2025-07-04T20:27:56.539747
1300,403,334,4,store,2024-09-26T19:43:56.539747
1301,476,108,3,store,2024-09-03T03:43:56.539747
1302,320,119,1,store,2025-01-31T23:11:56.539747
1303,464,130,4,mobile,2025-07-10T18:37:56.539747
1304,413,338,4,store,2024-12-29T02:00:56.539747
1305,470,450,4,web,2024-10-07T01:11:56.539747
1306,157,237,4,web,2025-08-05T07:59:56.539747
1307,523,55,4,web,2024-08-30T03:33:56.539747
1308,565,309,5,mobile,2024-10-31T23:41:56.539747
1309,90,401,5,mobile,2024-12-21T00:21:56.539747
1310,392,315,1,mobile,2024-09-27T05:16:56.539747
1311,351,414,6,web,2025-07-01T02:20:56.539747
1312,418,469,4,mobile,2025-02-28T20:45:56.539747
1313,553,340,6,store,2024-12-21T17:23:56.539747
1314,376,490,6,mobile,2025-04-13T20:05:56.539747
1315,448,208,5,mobile,2024-07-19T15:36:56.539747
1316,13,241,4,mobile,2025-06-12T15:25:56.539747
1317,172,41,5,store,2025-09-19T09:28:56.539747
1318,527,270,4,mobile,2025-08-26T17:24:56.539747
1319,432,400,2,web,2024-05-02T00:29:56.539747
1320,583,494,6,store,2025-01-29T12:14:56.539747
1321,370,205,4,mobile,2024-10-21T15:27:56.539747
1322,249,34,3,web,2024-11-15T05:52:56.539747
1323,410,290,4,mobile,2024-05-02T07:32:56.539747
1324,135,275,6,store,2025-05-18T05:59:56.539747
1325,289,165,4,mobile,2025-01-01T09:17:56.539747
1326,113,167,1,web,2025-09-08T11:17:56.539747
1327,567,90,4,store,2024-11-28T12:11:56.539747
1328,56,260,1,web,2024-12-02T23:24:56.539747
1329,528,108,4,store,2025-07-07T07:18:56.539747
1330,232,71,6,web,2025-01-31T17:01:56.539747
1331,92,238,5,mobile,2024-10-08T08:15:56.539747
1332,378,155,3,mobile,2024-09-10T13:15:56.539747
1333,312,448,3,mobile,2025-07-30T17:05:56.539747
1334,575,24,6,store,2024-08-18T00:23:56.539747
1335,534,478,5,mobile,2024-12-21T22:57:56.539747
1336,158,329,6,web,2024-04-30T18:09:56.539747
1337,387,328,6,web,2025-05-27T08:13:56.539747
1338,62,429,1,mobile,2024-12-31T18:55:56.539747
1339,345,465,5,web,2024-08-12T02:11:56.539747
1340,90,64,4,mobile,2025-08-22T01:50:56.539747
1341,74,326,4,mobile,2024-10-05T18:22:56.539747
1342,52,126,5,store,2025-02-15T19:36:56.539747
1343,19,369,3,web,2024-11-12T23:37:56.539747
1344,142,149,3,mobile,2025-07-11T04:56:56.539747
1345,461,198,3,store,2025-05-20T16:52:56.539747
1346,29,339,1,mobile,2025-10-08T09:06:56.539747
1347,426,72,1,store,2025-08-21T15:26:56.539747
1348,191,146,1,web,2024-06-27T09:22:56.539747
1349,251,41,3,store,2025-06-21T12:11:56.539747
1350,279,337,3,mobile,2025-05-06T05:57:56.539747
1351,332,171,2,store,2025-02-28T15:53:56.539747
1352,112,461,5,web,2024-09-25T09:31:56.539747
1353,394,284,3,web,2025-05-07T16:33:56.539747
1354,456,3,3,store,2024-10-10T18:55:56.539747
1355,127,433,5,web,2025-03-23T13:06:56.539747
1356,563,222,3,store,2024-11-21T20:35:56.539747
1357,521,212,1,store,2025-02-02T00:31:56.539747
1358,331,65,5,mobile,2024-11-05T08:58:56.539747
1359,82,255,3,web,2025-03-18T05:01:56.539747
1360,5,437,1,web,2024-10-15T00:38:56.539747
1361,85,450,4,store,2024-06-04T10:59:56.539747
1362,38,305,6,web,2024-12-30T01:48:56.539747
1363,445,311,5,mobile,2025-07-09T15:57:56.539747
1364,176,46,5,store,2024-12-13T04:36:56.539747
1365,132,90,4,web,2025-05-01T18:51:56.539747
1366,42,29,1,web,2025-06-10T21:40:56.539747
1367,100,137,3,web,2025-08-28T17:09:56.539747
1368,128,318,6,store,2025-07-11T14:54:56.539747
1369,578,141,4,web,2025-01-26T14:58:56.539747
1370,107,113,4,store,2025-06-04T08:43:56.539747
1371,404,348,6,web,2025-08-22T00:03:56.539747
1372,276,84,5,store,2025-03-04T12:26:56.539747
1373,383,27,6,store,2024-08-12T05:47:56.539747
1374,480,370,2,web,2024-10-28T01:08:56.539747
1375,352,38,1,web,2025-01-15T08:34:56.539747
1376,25,76,2,mobile,2025-08-15T20:53:56.539747
1377,313,150,2,mobile,2025-06-22T08:06:56.539747
1378,252,127,2,store,2025-02-22T01:38:56.539747
1379,241,73,4,store,2025-09-30T11:15:56.539747
1380,250,111,4,web,2025-09-05T05:00:56.539747
1381,384,191,2,mobile,2025-05-16T07:01:56.539747
1382,540,375,2,web,2025-07-03T08:59:56.539747
1383,258,151,4,web,2025-10-04T13:41:56.539747
1384,9,62,6,web,2024-08-04T14:51:56.539747
1385,212,300,2,store,2025-04-24T23:05:56.539747
1386,590,95,1,mobile,2025-01-20T14:52:56.539747
1387,77,490,1,mobile,2024-07-31T06:32:56.539747
1388,526,354,5,web,2024-11-25T00:53:56.539747
1389,501,277,5,mobile,2025-05-20T04:20:56.539747
1390,313,463,4,web,2024-09-18T02:59:56.539747
1391,477,308,1,mobile,2025-03-29T03:18:56.539747
1392,471,417,6,mobile,2025-01-21T14:38:56.539747
1393,554,434,6,web,2025-04-17T10:45:56.539747
1394,16,33,4,mobile,2024-10-16T01:56:56.539747
1395,405,198,2,web,2024-05-07T10:45:56.539747
1396,253,409,4,store,2024-08-21T09:03:56.539747
1397,433,130,1,mobile,2025-07-21T03:52:56.539747
1398,153,186,2,mobile,2024-11-12T06:51:56.539747
1399,490,35,3,web,2025-03-05T06:29:56.539747
1400,469,89,5,web,2025-08-01T13:37:56.539747
1401,538,86,3,mobile,2025-04-25T19:22:56.539747
1402,315,56,3,mobile,2025-06-19T22:56:56.539747
1403,518,112,1,web,2025-04-26T04:01:56.539747
1404,385,431,4,store,2025-09-10T04:42:56.539747
1405,133,309,6,mobile,2024-06-25T07:12:56.539747
1406,86,73,1,mobile,2025-05-17T06:10:56.539747
1407,422,91,3,mobile,2025-08-01T04:59:56.539747
1408,124,486,2,web,2024-10-01T09:08:56.539747
1409,168,413,4,web,2025-06-24T05:26:56.539747
1410,68,171,1,mobile,2025-09-07T06:31:56.539747
1411,80,45,6,store,2024-08-06T11:20:56.539747
1412,493,165,2,store,2025-04-13T17:01:56.539747
1413,535,336,6,store,2024-12-18T22:36:56.539747
1414,94,28,1,mobile,2024-11-15T11:48:56.539747
1415,566,488,5,mobile,2024-08-15T16:24:56.539747
1416,194,489,1,store,2025-04-21T15:25:56.539747
1417,146,102,3,store,2025-09-25T16:36:56.539747
1418,595,260,6,mobile,2024-08-28T18:25:56.539747
1419,1,337,5,web,2025-05-24T07:08:56.539747
1420,507,260,3,mobile,2025-08-15T06:28:56.539747
1421,129,317,2,web,2025-07-20T17:54:56.539747
1422,32,361,1,mobile,2025-07-16T00:50:56.539747
1423,36,383,6,web,2024-05-25T02:17:56.539747
1424,25,47,6,store,2025-02-01T10:46:56.539747
1425,43,108,4,web,2025-01-22T07:09:56.539747
1426,272,67,1,web,2025-08-07T21:45:56.539747
1427,213,227,6,mobile,2024-10-25T15:50:56.539747
1428,124,211,3,web,2025-06-27T12:24:56.539747
1429,426,221,2,mobile,2025-06-30T23:21:56.539747
1430,24,285,4,web,2025-01-26T17:26:56.539747
1431,462,20,2,store,2025-10-09T11:40:56.539747
1432,282,216,1,web,2025-05-09T06:54:56.539747
1433,156,291,6,store,2025-09-29T15:03:56.539747
1434,14,308,5,web,2025-10-06T09:45:56.539747
1435,210,387,4,web,2024-11-20T10:44:56.539747
1436,495,201,5,store,2024-12-31T03:48:56.539747
1437,249,83,4,store,2025-05-27T20:18:56.539747
1438,147,154,2,store,2025-08-04T23:06:56.539747
1439,335,453,1,store,2024-06-08T08:34:56.539747
1440,566,405,2,store,2024-12-21T10:08:56.539747
1441,266,485,3,web,2025-01-18T03:05:56.539747
1442,311,32,2,store,2024-09-05T12:30:56.539747
1443,491,393,4,web,2025-09-16T06:37:56.539747
1444,349,391,3,web,2025-06-23T13:43:56.539747
1445,282,120,4,web,2024-10-11T18:18:56.539747
1446,264,480,3,store,2025-08-26T09:09:56.539747
1447,30,121,5,store,2024-11-16T07:05:56.539747
1448,62,264,6,mobile,2025-01-28T07:24:56.539747
1449,206,15,6,web,2025-01-05T05:58:56.539747
1450,190,37,6,mobile,2024-06-08T09:04:56.539747
1451,245,146,1,web,2024-08-01T23:11:56.539747
1452,573,137,2,mobile,2024-11-15T07:14:56.539747
1453,361,410,6,store,2024-08-22T23:02:56.539747
1454,507,310,3,web,2025-05-18T20:45:56.539747
1455,583,272,5,web,2024-10-27T19:13:56.539747
1456,89,117,3,store,2024-05-24T17:18:56.539747
1457,325,287,3,store,2024-05-21T04:56:56.539747
1458,350,158,4,web,2025-02-20T23:15:56.539747
1459,403,415,6,mobile,2024-09-26T08:43:56.539747
1460,504,489,1,store,2024-05-19T03:36:56.539747
1461,52,486,6,store,2024-09-07T00:56:56.539747
1462,341,456,5,store,2024-05-25T02:44:56.539747
1463,29,366,2,mobile,2025-04-20T16:21:56.539747
1464,15,473,2,store,2024-06-15T16:16:56.539747
1465,133,299,2,store,2025-03-20T21:50:56.539747
1466,58,401,5,web,2024-09-12T14:33:56.539747
1467,374,247,2,mobile,2024-06-17T06:30:56.539747
1468,345,384,6,web,2024-10-29T10:29:56.539747
1469,22,371,2,mobile,2025-02-27T08:56:56.539747
1470,108,425,2,store,2024-08-30T01:19:56.539747
1471,218,296,5,store,2025-06-24T22:59:56.539747
1472,95,120,4,store,2024-04-29T14:11:56.539747
1473,361,290,5,mobile,2025-08-30T00:11:56.539747
1474,342,109,4,mobile,2024-12-01T12:57:56.539747
1475,5,114,5,store,2025-06-22T15:00:56.539747
1476,410,411,1,web,2024-08-06T10:29:56.539747
1477,121,422,1,store,2024-06-17T02:40:56.539747
1478,289,430,5,store,2025-05-17T23:56:56.539747
1479,166,167,2,store,2024-06-27T12:18:56.539747
1480,572,57,5,mobile,2025-06-13T21:01:56.539747
1481,300,289,4,mobile,2024-11-07T19:09:56.539747
1482,287,99,5,web,2024-09-16T19:08:56.539747
1483,480,34,3,web,2024-09-21T17:06:56.539747
1484,8,255,1,store,2025-01-11T11:21:56.539747
1485,76,32,1,web,2024-09-23T15:45:56.539747
1486,384,389,3,web,2025-09-18T05:34:56.539747
1487,220,272,1,mobile,2024-05-24T09:30:56.539747
1488,154,159,1,store,2024-10-22T04:05:56.539747
1489,40,92,2,store,2025-05-13T04:08:56.539747
1490,337,137,1,mobile,2024-12-19T10:36:56.539747
1491,514,232,3,store,2024-07-20T08:02:56.539747
1492,430,93,2,store,2025-05-22T17:41:56.539747
1493,547,416,5,store,2025-01-03T14:08:56.539747
1494,46,476,3,store,2024-10-27T21:29:56.539747
1495,307,463,4,store,2025-03-19T22:09:56.539747
1496,543,431,3,store,2025-07-06T20:30:56.539747
1497,564,434,5,web,2025-04-27T01:05:56.539747
1498,362,235,2,mobile,2024-09-01T08:13:56.539747
1499,250,368,1,store,2025-02-04T16:36:56.539747
1500,569,156,4,mobile,2025-05-10T14:27:56.539747
1501,178,116,6,web,2025-02-26T03:15:56.539747
1502,535,208,2,store,2024-05-17T04:15:56.539747
1503,493,422,4,store,2025-05-14T13:56:56.539747
1504,436,421,2,mobile,2025-04-09T00:34:56.539747
1505,63,157,3,web,2025-07-03T06:28:56.539747
1506,358,116,6,store,2024-12-02T13:00:56.539747
1507,126,59,2,web,2025-09-21T07:17:56.539747
1508,1,313,2,web,2025-04-26T03:42:56.539747
1509,15,427,3,store,2025-09-24T20:04:56.539747
1510,175,231,1,web,2024-05-09T07:39:56.539747
1511,270,130,2,mobile,2025-09-17T21:25:56.539747
1512,259,444,2,web,2024-11-09T17:56:56.539747
1513,334,128,5,web,2025-02-15T08:56:56.539747
1514,338,49,1,web,2025-06-18T14:59:56.539747
1515,140,252,2,web,2025-01-15T07:20:56.539747
1516,302,126,2,web,2025-09-29T20:23:56.539747
1517,278,140,2,mobile,2025-05-20T13:15:56.539747
1518,260,146,5,store,2024-10-31T11:18:56.539747
1519,232,240,2,web,2025-05-06T06:27:56.539747
1520,410,474,4,mobile,2024-08-24T01:32:56.539747
1521,561,63,6,web,2025-07-31T20:34:56.539747
1522,576,263,1,web,2024-07-25T14:52:56.539747
1523,546,470,4,mobile,2024-11-02T05:39:56.539747
1524,171,193,5,mobile,2025-03-14T13:50:56.539747
1525,3,64,6,store,2024-04-28T18:34:56.539747
